year,title,category,nominee,artist,nominated,decade
1975,18th Annual GRAMMY Awards  (1975),Best Instrumental Arrangement,The Rockford Files,Mike Post,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Arrangement Accompanying Vocalist(s),Misty,Ray Stevens,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Engineered Recording - Non-Classical,Between The Lines,Janis Ian,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Album Package,Honey,Ohio Players,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Album Notes,Blood On The Tracks,Bob Dylan,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Album Notes, Classical",Footlifters,Gunther Schuller,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Producer Of The Year,Arif Mardin,Arif Mardin,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Jazz Performance By A Soloist,Oscar Peterson And Dizzy Gillespie,Dizzy Gillespie,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Jazz Performance By A Group,No Mystery,Chick Corea & Return To Forever,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Jazz Performance By A Big Band,Images,Michel Legrand & Phil Woods,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Pop Vocal Performance, Female",At Seventeen,Janis Ian,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Pop Vocal Performance, Male",Still Crazy After All These Years,Paul Simon,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Lyin' Eyes,Eagles,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Pop Instrumental Performance,The Hustle,Van McCoy,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best R&B Vocal Performance, Female",This Will Be,Natalie Cole,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best R&B Vocal Performance, Male",Living For The City,Ray Charles,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Shining Star,"Earth, Wind & Fire",True,1970
1975,18th Annual GRAMMY Awards  (1975),Best R&B Instrumental Performance,"Fly, Robin, Fly",Silver Convention,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Rhythm & Blues Song,Where Is The Love,Betty Wright,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Soul Gospel Performance,Take Me Back,Andrae Crouch & The Disciples,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Country Vocal Performance, Female",I Can't Help It (If I'm Still In Love With You),Linda Ronstadt,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Country Vocal Performance, Male",Blue Eyes Crying In The Rain,Willie Nelson,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Country Vocal Performance By A Duo Or Group,Lover Please,Kris Kristofferson & Rita Coolidge,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Country Instrumental Performance,The Entertainer,Chet Atkins,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Country Song,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Inspirational Performance,"Jesus, We Just Want To Thank You",The Bill Gaither Trio,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Gospel Performance (Other Than Soul Gospel),No Shortage,The Imperials,True,1970
1970,13th Annual GRAMMY Awards  (1970),Best Spoken Word Recording,Why I Oppose The War In Vietnam,Martin Luther King Jr.,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Ethnic Or Traditional Recording,The Muddy Waters Woodstock Album,Muddy Waters,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Latin Recording,Sun Of Latin Music,Eddie Palmieri,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Recording For Children,The Little Prince,Richard Burton,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Comedy Recording,Is It Something I Said?,Richard Pryor,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Spoken Word Recording,Give 'Em Hell Harry,James Whitmore,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Instrumental Composition,Images,Michel Legrand & Phil Woods,True,1970
1975,18th Annual GRAMMY Awards  (1975),Album Of Best Original Score Written For A Motion Picture Or A Television Special,Jaws,John Williams,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Cast Show Album,The Wiz,"Stephanie Mills, Dee Dee Bridgewater",True,1970
1975,18th Annual GRAMMY Awards  (1975),"Album Of The Year, Classical",Beethoven: Symphonies (9) Complete,Georg Solti,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Classical Performance - Orchestra,Ravel: Daphnis Et Chloe (Complete Ballet),New York Philharmonic,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Opera Recording,Mozart: Cosi Fan Tutte,Royal Opera House Orchestra - Covent Garden,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Choral Performance, Classical (Other Than Opera)",Orff: Carmina Burana,Cleveland Boys Choir; Cleveland Orchestra Chorus,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Chamber Music Performance,"Schubert: Trios Nos. 1 In B Flat, Op. 99 And 2 In E Flat, Op. 100 (Piano Trios)","Pierre Fournier, Artur Rubinstein & Henryk Szeryng",True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Ravel: Concerto For Left Hand And Concerto For Piano In G/Faure: Fantaisie For Piano And Orchestra,London Philharmonic,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Bach: Sonatas And Partitas For Violin Unaccompanied,Nathan Milstein,True,1970
1975,18th Annual GRAMMY Awards  (1975),Best Classical Vocal Soloist Performance,Mahler: Kindertotenlieder,Israel Philharmonic Orchestra,True,1970
1975,18th Annual GRAMMY Awards  (1975),"Best Engineered Recording, Classical",Ravel: Daphnis Et Chloe (Complete Ballet),Bud,True,1970
1974,17th Annual GRAMMY Awards  (1974),Record Of The Year,I Honestly Love You,Olivia Newton-John,True,1970
1974,17th Annual GRAMMY Awards  (1974),Album Of The Year,Fulfillingness' First Finale,Stevie Wonder,True,1970
1974,17th Annual GRAMMY Awards  (1974),Song Of The Year,The Way We Were,Barbra Streisand,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best New Artist Of The Year,Marvin Hamlisch,Marvin Hamlisch,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Instrumental Arrangement,Threshold,Pat Williams,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Arrangement Accompanying Vocalists,Down To You,Joni Mitchell,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Engineered Recording - Non-Classical,Band On The Run,Paul McCartney & Wings,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Album Package,Come And Gone,Mason Proffit,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Album Notes,For The Last Time,Bob Wills & His Texas Playboys,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Album Notes,The Hawk Flies,Coleman Hawkins,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Album Notes - Classical,Korngold: The Classic Erich Wolfgang Korngold,Hoelscher/Mattes,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Soloist,First Recordings!,Charlie Parker,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Group,The Trio,"Joe Pass, Oscar Peterson & Niels Pedersen",True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Big Band,Thundering Herd,Woody Herman,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance, Female",I Honestly Love You,Olivia Newton-John,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance, Male",Fulfillingness' First Finale,Stevie Wonder,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Band On The Run,Paul McCartney & Wings,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Pop Instrumental Performance,The Entertainer,Marvin Hamlisch,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance, Female",Ain't Nothing Like The Real Thing,Aretha Franklin,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance, Male",Boogie On Reggae Woman,Stevie Wonder,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Tell Me Something Good,Rufus,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best R&B Instrumental Performance,The Sound Of Philadelphia,MFSB,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Rhythm & Blues Song,Living For The City,Stevie Wonder,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Soul Gospel Performance,In The Ghetto,James Cleveland & The Southern California Community Choir,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best Country Vocal Performance, Female",Love Song,Anne Murray,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best Country Vocal Performance, Male",Please Don't Tell Me How The Story Ends,Ronnie Milsap,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Country Instrumental Performance,The Atkins-Travis Traveling Show,Chet Atkins & Merle Travis,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Country Song,A Very Special Love Song,Charlie Rich,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Inspirational Performance (Non-Classical),How Great Thou Art,Elvis Presley,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Gospel Performance (Other Than Soul Gospel),The Baptism Of Jesse Taylor,The Oak Ridge Boys,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Ethnic Or Traditional Recording,Two Days In November,Merle Watson & Doc Watson,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Recording For Children,Winnie The Pooh And Tigger Too,"Sterling Holloway, Sebastian Cabot & Paul Winchell",True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Comedy Recording,That Nigger's Crazy,Richard Pryor,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Spoken Word Recording,Good Evening,Dudley Moore & Peter Cook,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Instrumental Composition,Tubular Bells - Theme From The Exorcist,Mike Oldfield,True,1970
1974,17th Annual GRAMMY Awards  (1974),Album Of Best Original Score Written For A Motion Picture Or A Television Special,The Way We Were,Barbra Streisand,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Score From The Original Cast Show Album,Raisin,"Virginia Capers, Joe Morton, Ernestine Jackson, Robert Jackson, Deborah Allen, Helen Martin",True,1970
1974,17th Annual GRAMMY Awards  (1974),"Album Of The Year, Classical",Berlioz: Symphonie Fantastique,Georg Solti,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Classical Performance - Orchestra,Berlioz: Symphonie Fantastique,Chicago Symphony Orchestra,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Opera Recording,Puccini: La Boheme,London Philharmonic,True,1970
1974,17th Annual GRAMMY Awards  (1974),"Best Choral Performance, Classical (Other Than Opera)",Berlioz: The Damnation Of Faust,"Ambrosian Singers, London Symphony Chorus & Wandsworth School Boys Choir; London Symphony Orchestra",True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Chamber Music Performance,Brahms: Trios (Complete)/Schumann: Trio No. 1 In D Minor,"Pierre Fournier, Artur Rubinstein & Henryk Szeryng",True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Shostakovich: Violin Concerto No. 1,New Philharmonia,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Albeniz: Iberia,Alicia De Larrocha,True,1970
1974,17th Annual GRAMMY Awards  (1974),Best Engineered Recording - Classical,Berlioz: Symphonie Fantastique,"Georg Solti, conductor",True,1970
1973,16th Annual GRAMMY Awards  (1973),Record Of The Year,Killing Me Softly With His Song,Roberta Flack,True,1970
1973,16th Annual GRAMMY Awards  (1973),Album Of The Year,Innervisions,Stevie Wonder,True,1970
1973,16th Annual GRAMMY Awards  (1973),Song Of The Year,Killing Me Softly With His Song,Roberta Flack,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best New Artist,Bette Midler,Bette Midler,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Instrumental Arrangement,Summer In The City,Quincy Jones,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Arrangement Accompanying Vocalist(s),Live And Let Die,Paul McCartney & Wings,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Engineered Recording - Non-Classical,Innervisions,Stevie Wonder,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Album Package,Tommy,London Symphony Orchestra/Chamber Choir,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Album Notes,God Is In The House,Art Tatum,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Album Notes - Classical,Hindemith: Sonatas For Piano,"Glenn Gould, piano",True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Soloist,God Is In The House,Art Tatum,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Group,Supersax Plays Bird,Supersax,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Big Band,Giant Steps,Woody Herman,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance, Female",Killing Me Softly With His Song,Roberta Flack,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance, Male",You Are The Sunshine Of My Life,Stevie Wonder,True,1970
1964,7th Annual GRAMMY Awards  (1964),Best Country & Western Vocal Performance - Female,Here Comes My Baby,Dottie West,True,1960
1973,16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Pop Instrumental Performance,Also Sprach Zarathustra (2001),Eumir Deodato,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance, Female",Master Of Eyes,Aretha Franklin,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance, Male",Superstition,Stevie Wonder,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Midnight Train To Georgia,Gladys Knight & The Pips,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best R&B Instrumental Performance,Hang On Sloopy,Ramsey Lewis,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Rhythm & Blues Song,Superstition,Stevie Wonder,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Soul Gospel Performance,Loves Me Like A Rock,Dixie Hummingbirds,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best Country Vocal Performance, Female",Let Me Be There,Olivia Newton-John,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Country Vocal Performance By A Duo Or Group,From The Bottle To The Bottom,Kris Kristofferson & Rita Coolidge,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Country Instrumental Performance,Dueling Banjos,Steve Mandell & Eric Weissberg,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Country Song,Behind Closed Doors,Charlie Rich,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Inspirational Performance,Let's Just Praise The Lord,The Bill Gaither Trio,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Gospel Performance (Other Than Soul Gospel),Release Me (From My Sin),Blackwood Brothers,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Ethnic Or Traditional Recording (Including Traditional Blues),Then And Now,Doc Watson,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Recording For Children,Sesame Street Live,(Sesame Street Cast),True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Comedy Recording,Los Cochinos,Cheech & Chong,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Spoken Word Recording,Jonathan Livingston Seagull,Richard Harris,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Instrumental Composition,Last Tango In Paris,Chuck Mangione and also Herb Alpert,True,1970
1973,16th Annual GRAMMY Awards  (1973),Album Of Best Original Score Written For A Motion Picture Or A Television Special,Jonathan Livingston Seagull,Neil Diamond,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Score From The Original Cast Show Album,A Little Night Music,"Glynis Johns,Len Cariou,Hermoine Gingold,Victoria  Mallory, Patricia Elliott, Teri Ralston",True,1970
1973,16th Annual GRAMMY Awards  (1973),"Album Of The Year, Classical",Bartók: Concerto For Orchestra,Pierre Boulez,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,New York Philharmonic,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Opera Recording,Bizet: Carmen,Manhattan Opera Chorus; Metropolitan Opera Orchestra,True,1970
1973,16th Annual GRAMMY Awards  (1973),"Best Choral Performance, Classical (Other Than Opera)",Walton: Belshazzer's Feast,London Symphony Chorus; London Symphony Orchestra,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Chamber Music Performance,Joplin: The Red Back Book,Gunther Schuller,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Concerti (5) For Piano And Orchestra,Chicago Symphony Orchestra,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Scriabin: Horowitz Plays Scriabin,Vladimir Horowitz,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Classical Vocal Soloist Performance,Puccini: Heroines,Sir Edward Downes; New Philharmonia Orchestra,True,1970
1973,16th Annual GRAMMY Awards  (1973),Best Engineered Recording - Classical,Bartók: Concerto For Orchestra,Bud,True,1970
1972,15th Annual GRAMMY Awards  (1972),Record Of The Year,The First Time Ever I Saw Your Face,Roberta Flack,True,1970
1972,15th Annual GRAMMY Awards  (1972),Album Of The Year,The Concert For Bangla Desh,"George Harrison, Ravi Shankar, Bob Dylan, Leon Russell, Ringo Starr, Billy Preston, Eric Clapton & Klaus Voormann",True,1970
1972,15th Annual GRAMMY Awards  (1972),Song Of The Year,The First Time Ever I Saw Your Face,Roberta Flack,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best New Artist Of The Year,America,America,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Instrumental Arrangement,Theme From The French Connection,Don Ellis Big Band,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Arrangement Accompanying Vocalist(s),What Are You Doing The Rest Of Your Life?,Sarah Vaughan,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Engineered Recording - Non-Classical,Moods,Neil Diamond,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Album Cover,The Siegel-Schwall Band,Siegel-Schwall Band,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Album Notes,Tom T. Hall's Greatest Hits,Tom T. Hall,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Album Notes (Classical),Vaughan Williams: Symphony No. 2 (A London Symphony),"Andre Previn, conductor",True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Soloist,Alone At Last,Gary Burton,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Group,First Light,Freddie Hubbard,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Big Band,Toga Brava Suite,Duke Ellington,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance, Female",I Am Woman,Helen Reddy,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance, Male",Without You,Harry Nilsson,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Where Is The Love,Donny Hathaway & Roberta Flack,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Pop Instrumental Performance By An Instrumental Performer,Outa-Space,Billy Preston,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Instrumental Performance By An Arranger, Composer, Orchestra And/Or Choral Leader",Black Moses,Isaac Hayes,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance, Female","Young, Gifted And Black",Aretha Franklin,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance, Male",Me And Mrs. Jones,Billy Paul,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Papa Was A Rollin' Stone,The Temptations,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best R&B Instrumental Performance,Papa Was A Rollin' Stone,The Temptations & Paul Riser,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Rhythm & Blues Song,Papa Was A Rollin' Stone,The Temptations,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Soul Gospel Performance,Amazing Grace,Aretha Franklin,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best Country Vocal Performance, Female",Happiest Girl In The Whole USA,Donna Fargo,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best Country Vocal Performance, Male",Charley Pride Sings Heart Songs,Charley Pride,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Country Vocal Performance By A Duo Or Group,Class Of '57,The Statler Brothers,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Country Instrumental Performance,Charlie McCoy/The Real McCoy,Charlie McCoy,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Country Song,Kiss An Angel Good Mornin',Charley Pride,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Inspirational Performance,He Touched Me,Elvis Presley,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Gospel Performance (Other Than Soul Gospel),L-O-V-E,Blackwood Brothers,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Ethnic Or Traditional Recording (Including Traditional Blues),The London Muddy Waters Session,Muddy Waters,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Recording For Children,The Electric Company,Rita Moreno & Bill Cosby,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Comedy Recording,FM And AM,George Carlin,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Spoken Word Recording,Lenny,(Original Cast),True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Instrumental Composition,Brian's Song,Michel Legrand,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Original Score Written For A Motion Picture Or A Television Special,The Godfather,Nino Rota,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Score From An Original Cast Show Album,"Don't Bother Me, I Can't Cope","Alex Bradford, Hope Clarke, Bobby Hill",True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Classical Album,Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand),Georg Solti,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Classical Performance - Orchestra,Mahler: Symphony No. 7 In E Minor,Chicago Symphony Orchestra,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Opera Recording,Berlioz: Benvenuto Cellini,BBC Symphony Orchestra,True,1970
1972,15th Annual GRAMMY Awards  (1972),"Best Choral Performance, Classical (Other Than Opera)",Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand),"Vienna Boys Choir, Vienna Singverein Chorus & Vienna State Opera Chorus; Chicago Symphony Orchestra",True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Chamber Music Performance,"Julian And John (Works By Lawes, Carulli, Albeniz, Granados)",Julian Bream & John Christopher Williams,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Brahms: Piano Concerto No. 2 In B Flat,Philadelphia Orchestra,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Horowitz Plays Chopin,Vladimir Horowitz,True,1970
1972,15th Annual GRAMMY Awards  (1972),Best Engineered Recording (Classical),Mahler: Symphony No. 8 (Symphony Of A Thousand),"Georg Solti, conductor",True,1970
1971,14th Annual GRAMMY Awards  (1971),Record Of The Year,It's Too Late,Carole King,True,1970
1971,14th Annual GRAMMY Awards  (1971),Album Of The Year,Tapestry,Carole King,True,1970
1971,14th Annual GRAMMY Awards  (1971),Song Of The Year,You've Got A Friend,Carole King,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best New Artist Of The Year,Carly Simon,Carly Simon,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Instrumental Arrangement,Theme From Shaft,Isaac Hayes,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Arrangement Accompanying Vocalist(s),Uncle Albert/Admiral Halsey,Paul & Linda McCartney,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Engineered Recording - Non-Classical,Theme From Shaft,Isaac Hayes,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Album Cover,Pollution,Pollution,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Album Notes,"Sam, Hard And Heavy",Sam Samudio,True,1970
1971,14th Annual GRAMMY Awards  (1971),"Best Pop Vocal Performance, Female",Tapestry,Carole King,True,1970
1971,14th Annual GRAMMY Awards  (1971),"Best Pop Vocal Performance, Male",You've Got A Friend,James Taylor,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Pop Vocal Performance By A Duo Or Group,Carpenters,Carpenters,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Pop Instrumental Performance,Smackwater Jack,Quincy Jones,True,1970
1971,14th Annual GRAMMY Awards  (1971),"Best R&B Vocal Performance, Female",Bridge Over Troubled Water,Aretha Franklin,True,1970
1971,14th Annual GRAMMY Awards  (1971),"Best R&B Vocal Performance, Male",A Natural Man,Lou Rawls,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best R&B Vocal Performance By A Group,Proud Mary,Ike & Tina Turner,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Rhythm & Blues Song,Ain't No Sunshine,Bill Withers,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Soul Gospel Performance,Put Your Hand In The Hand Of The Man From Galilee,Shirley Caesar,True,1970
1971,14th Annual GRAMMY Awards  (1971),"Best Country Vocal Performance, Female",Help Me Make It Through The Night,Sammi Smith,True,1970
1971,14th Annual GRAMMY Awards  (1971),"Best Country Vocal Performance, Male","When You're Hot, You're Hot",Jerry Reed,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Country Vocal Performance By A Duo Or Group,After The Fire Is Gone,Conway Twitty & Loretta Lynn,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Country Instrumental Performance,Snowbird,Chet Atkins,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Country Song,Help Me Make It Through The Night,Sammi Smith,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Sacred Performance,Did You Think To Pray,Charley Pride,True,1970
1969,12th Annual GRAMMY Awards  (1969),"Best Vocal Soloist Performance, Classical",Barber: Two Scenes From Antony And Cleopatra/Knoxville: Summer Of 1915,New Philharmonia,True,1960
1971,14th Annual GRAMMY Awards  (1971),Best Gospel Performance (Other Than Soul Gospel),Let Me Live,Charley Pride,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Ethnic Or Traditional Recording,They Call Me Muddy Waters,Muddy Waters,True,1970
1971,14th Annual GRAMMY Awards  (1971),Best Instrumental Composition,Theme From Summer Of '42,Michel Legrand,True,1970
